forecast_id,forecast_date,model_version,model_role,rank,ticker,company_name,sector,candidate_type,edge_status,rating,elasticity_score,next_day_move_probability,upside_momentum_score,bounce_score,downside_continuation_score,squeeze_score,squeeze_data_status,confluence_score,catalyst_score,risk_score,last_close,primary_scenario,primary_probability,secondary_scenario,secondary_probability,risk_scenario,risk_probability,expected_range,scenario_prices,trigger_levels,market_context,supporting_evidence,conflicting_evidence,missing_evidence,risk_flags,reason,status,actual_next_day_return,actual_3d_return,actual_5d_return,next_day_open,next_day_high,next_day_low,next_day_close,next_day_high_gain,next_day_close_gain,next_day_max_drawdown,range_hit,primary_hit,entry_triggered,stop_triggered,target_hit,open_condition_return,trigger_condition_return,executable_result
2026-06-15-stock_radar_challenger_strict_v1-RIVN-1310e8470538,2026-06-15,stock_radar_challenger_strict_v1,challenger,13,RIVN,Rivian Automotive,High Beta / EV,next_day_upside_momentum,NO_EDGE,C,100.000000,0.782600,100.000000,32.790000,29.680000,49.660000,"{""short_interest"":""proxy"",""options_flow"":""proxy"",""borrow_fee"":""missing"",""note"":""Squeeze score uses volatility, relative volume and momentum proxies until real short/options data is connected.""}",43.480000,35.000000,26.000000,88.599600,only_if_market_reclaims_risk_on,0.648800,range_extension_after_trigger,0.099500,failed_breakout_or_gap_fade,0.251700,"{""expected_low"":83.9333,""expected_high"":94.5621,""expected_mid"":89.2477,""expected_low_pct"":-0.05267,""expected_high_pct"":0.0673,""volatility_adjusted_range"":0.07315,""label"":""83.93 to 94.56""}","{""base_case_price"":89.2477,""upside_case_price"":94.5621,""downside_case_price"":83.9333,""bounce_target_price"":93.4603,""failed_bounce_price"":69.5122}","{""upside_trigger_level"":90.2664,""downside_risk_level"":87.3253,""invalidation_level"":69.5122,""gap_fill_level"":87.9094,""breakout_level"":90.1944,""breakdown_level"":69.5122,""nearest_support"":69.5122,""nearest_resistance"":89.7179}","{""market_state"":""defense"",""market_score"":26.47,""risk_level"":""high"",""data_freshness_status"":""fresh""}","[{""source"":""price"",""name"":""price_structure_confirmed"",""score"":64.0,""detail"":""Breakout/reclaim/high-close structure is constructive.""},{""source"":""volume"",""name"":""volume_anomaly_confirmed"",""score"":91.22,""detail"":""Relative volume and dollar liquidity are sufficient.""},{""source"":""sector"",""name"":""sector_context_confirmed"",""score"":65.92,""detail"":""High Beta / EV is showing relative strength.""}]","[{""source"":""catalyst"",""name"":""weak_or_missing_catalyst"",""score"":65.0,""detail"":""No strong confirmed recent catalyst.""},{""source"":""market"",""name"":""defensive_market_context"",""score"":70.0,""detail"":""Market context is defensive; ratings must be capped.""},{""source"":""pool_filter"",""name"":""fallback_or_missing_price_data"",""score"":90.0,""detail"":""fallback_or_missing_price_data""}]","[{""source"":""short_interest"",""name"":""real_short_interest_missing"",""score"":0.0,""detail"":""Squeeze score is proxy-only until real short interest/options data is connected.""},{""source"":""price_data"",""name"":""real_price_data_missing"",""score"":0.0,""detail"":""OHLCV uses fallback; do not present as fully validated.""}]","[""fallback_or_missing_price_data""]",Capped: weak_or_missing_catalyst / defensive_market_context,pending,,,,,,,,,,,,,,,,,,
2026-06-15-stock_radar_challenger_strict_v1-VST-44584911b647,2026-06-15,stock_radar_challenger_strict_v1,challenger,13,VST,Vistra,Nuclear / Power,gap_continuation,WATCH,B,100.000000,0.845600,88.730000,47.090000,25.000000,38.640000,"{""short_interest"":""proxy"",""options_flow"":""proxy"",""borrow_fee"":""missing"",""note"":""Squeeze score uses volatility, relative volume and momentum proxies until real short/options data is connected.""}",58.000000,35.000000,0.000000,153.720000,upside_path_after_trigger,0.753800,range_extension_after_trigger,0.161200,failed_breakout_or_gap_fade,0.085000,"{""expected_low"":144.523,""expected_high"":165.4717,""expected_mid"":154.9974,""expected_low_pct"":-0.05983,""expected_high_pct"":0.07645,""volatility_adjusted_range"":0.0831,""label"":""144.52 to 165.47""}","{""base_case_price"":154.9974,""upside_case_price"":165.4717,""downside_case_price"":144.523,""bounce_target_price"":163.3002,""failed_bounce_price"":132.66}","{""upside_trigger_level"":167.4,""downside_risk_level"":151.2877,""invalidation_level"":132.66,""gap_fill_level"":148.02,""breakout_level"":167.4,""breakdown_level"":132.66,""nearest_support"":132.66,""nearest_resistance"":167.4}","{""market_state"":""attack"",""market_score"":72.64,""risk_level"":""low"",""data_freshness_status"":""fresh""}","[{""source"":""sector"",""name"":""sector_context_confirmed"",""score"":75.71,""detail"":""Nuclear / Power is showing relative strength.""},{""source"":""market"",""name"":""risk_on_market_context"",""score"":72.64,""detail"":""Market context allows selective speculation.""}]","[{""source"":""catalyst"",""name"":""weak_or_missing_catalyst"",""score"":65.0,""detail"":""No strong confirmed recent catalyst.""},{""source"":""price"",""name"":""price_structure_unconfirmed"",""score"":38.0,""detail"":""Price structure has not confirmed a high-quality setup.""},{""source"":""volume"",""name"":""volume_or_liquidity_weak"",""score"":45.75,""detail"":""Volume confirmation or liquidity is weak.""}]","[{""source"":""short_interest"",""name"":""real_short_interest_missing"",""score"":0.0,""detail"":""Squeeze score is proxy-only until real short interest/options data is connected.""}]",{},Capped: weak_or_missing_catalyst / price_structure_unconfirmed,pending,,,,,,,,,,,,,,,,,,
2026-06-15-stock_radar_challenger_strict_v1-HOOD-0cf7ba1dde24,2026-06-15,stock_radar_challenger_strict_v1,challenger,14,HOOD,Robinhood Markets,Fintech / Trading,next_day_upside_momentum,NO_EDGE,C,100.000000,0.779800,100.000000,32.300000,29.680000,54.080000,"{""short_interest"":""proxy"",""options_flow"":""proxy"",""borrow_fee"":""missing"",""note"":""Squeeze score uses volatility, relative volume and momentum proxies until real short/options data is connected.""}",42.480000,35.000000,26.000000,35.578600,only_if_market_reclaims_risk_on,0.635400,range_extension_after_trigger,0.112900,failed_breakout_or_gap_fade,0.251700,"{""expected_low"":33.7609,""expected_high"":37.9012,""expected_mid"":35.8311,""expected_low_pct"":-0.05109,""expected_high_pct"":0.06528,""volatility_adjusted_range"":0.07096,""label"":""33.76 to 37.90""}","{""base_case_price"":35.8311,""upside_case_price"":37.9012,""downside_case_price"":33.7609,""bounce_target_price"":37.4721,""failed_bounce_price"":29.0337}","{""upside_trigger_level"":36.241,""downside_risk_level"":35.0815,""invalidation_level"":29.0337,""gap_fill_level"":35.1306,""breakout_level"":36.219,""breakdown_level"":29.0337,""nearest_support"":29.0337,""nearest_resistance"":35.6698}","{""market_state"":""defense"",""market_score"":26.47,""risk_level"":""high"",""data_freshness_status"":""fresh""}","[{""source"":""price"",""name"":""price_structure_confirmed"",""score"":64.0,""detail"":""Breakout/reclaim/high-close structure is constructive.""},{""source"":""volume"",""name"":""volume_anomaly_confirmed"",""score"":89.54,""detail"":""Relative volume and dollar liquidity are sufficient.""}]","[{""source"":""catalyst"",""name"":""weak_or_missing_catalyst"",""score"":65.0,""detail"":""No strong confirmed recent catalyst.""},{""source"":""sector"",""name"":""sector_context_weak"",""score"":38.14,""detail"":""Fintech / Trading is not a confirmed capital-flow theme.""},{""source"":""market"",""name"":""defensive_market_context"",""score"":70.0,""detail"":""Market context is defensive; ratings must be capped.""},{""source"":""pool_filter"",""name"":""fallback_or_missing_price_data"",""score"":90.0,""detail"":""fallback_or_missing_price_data""}]","[{""source"":""short_interest"",""name"":""real_short_interest_missing"",""score"":0.0,""detail"":""Squeeze score is proxy-only until real short interest/options data is connected.""},{""source"":""price_data"",""name"":""real_price_data_missing"",""score"":0.0,""detail"":""OHLCV uses fallback; do not present as fully validated.""}]","[""fallback_or_missing_price_data""]",Capped: weak_or_missing_catalyst / sector_context_weak,pending,,,,,,,,,,,,,,,,,,
2026-06-15-stock_radar_challenger_strict_v1-XPEV-948f39e6a8d1,2026-06-15,stock_radar_challenger_strict_v1,challenger,15,XPEV,XPeng,China ADR / EV,next_day_upside_momentum,NO_EDGE,C,100.000000,0.779600,92.430000,33.030000,29.680000,44.890000,"{""short_interest"":""proxy"",""options_flow"":""proxy"",""borrow_fee"":""missing"",""note"":""Squeeze score uses volatility, relative volume and momentum proxies until real short/options data is connected.""}",42.430000,35.000000,26.000000,100.997900,only_if_market_reclaims_risk_on,0.626000,range_extension_after_trigger,0.122300,failed_breakout_or_gap_fade,0.251700,"{""expected_low"":95.5999,""expected_high"":107.8954,""expected_mid"":101.7476,""expected_low_pct"":-0.05345,""expected_high_pct"":0.06829,""volatility_adjusted_range"":0.07423,""label"":""95.60 to 107.90""}","{""base_case_price"":101.7476,""upside_case_price"":107.8954,""downside_case_price"":95.5999,""bounce_target_price"":106.6208,""failed_bounce_price"":81.4306}","{""upside_trigger_level"":102.9092,""downside_risk_level"":99.5215,""invalidation_level"":81.4306,""gap_fill_level"":100.4443,""breakout_level"":102.8159,""breakdown_level"":81.4306,""nearest_support"":81.4306,""nearest_resistance"":102.2917}","{""market_state"":""defense"",""market_score"":26.47,""risk_level"":""high"",""data_freshness_status"":""fresh""}","[{""source"":""price"",""name"":""price_structure_confirmed"",""score"":64.0,""detail"":""Breakout/reclaim/high-close structure is constructive.""},{""source"":""volume"",""name"":""volume_anomaly_confirmed"",""score"":88.11,""detail"":""Relative volume and dollar liquidity are sufficient.""},{""source"":""sector"",""name"":""sector_context_confirmed"",""score"":67.89,""detail"":""China ADR / EV is showing relative strength.""}]","[{""source"":""catalyst"",""name"":""weak_or_missing_catalyst"",""score"":65.0,""detail"":""No strong confirmed recent catalyst.""},{""source"":""market"",""name"":""defensive_market_context"",""score"":70.0,""detail"":""Market context is defensive; ratings must be capped.""},{""source"":""pool_filter"",""name"":""fallback_or_missing_price_data"",""score"":90.0,""detail"":""fallback_or_missing_price_data""}]","[{""source"":""short_interest"",""name"":""real_short_interest_missing"",""score"":0.0,""detail"":""Squeeze score is proxy-only until real short interest/options data is connected.""},{""source"":""price_data"",""name"":""real_price_data_missing"",""score"":0.0,""detail"":""OHLCV uses fallback; do not present as fully validated.""}]","[""fallback_or_missing_price_data""]",Capped: weak_or_missing_catalyst / defensive_market_context,pending,,,,,,,,,,,,,,,,,,
2026-06-15-stock_radar_challenger_strict_v1-RXRX-4e8195b2a494,2026-06-15,stock_radar_challenger_strict_v1,challenger,16,RXRX,Recursion Pharmaceuticals,Biotech / AI Drug,next_day_upside_momentum,NO_EDGE,C,100.000000,0.779500,82.490000,34.490000,29.680000,42.370000,"{""short_interest"":""proxy"",""options_flow"":""proxy"",""borrow_fee"":""missing"",""note"":""Squeeze score uses volatility, relative volume and momentum proxies until real short/options data is connected.""}",42.390000,35.000000,26.000000,142.672300,only_if_market_reclaims_risk_on,0.622400,range_extension_after_trigger,0.125900,failed_breakout_or_gap_fade,0.251700,"{""expected_low"":135.7351,""expected_high"":151.5365,""expected_mid"":143.6358,""expected_low_pct"":-0.04862,""expected_high_pct"":0.06213,""volatility_adjusted_range"":0.06753,""label"":""135.74 to 151.54""}","{""base_case_price"":143.6358,""upside_case_price"":151.5365,""downside_case_price"":135.7351,""bounce_target_price"":149.8986,""failed_bounce_price"":133.385}","{""upside_trigger_level"":145.2404,""downside_risk_level"":141.1255,""invalidation_level"":133.385,""gap_fill_level"":138.5657,""breakout_level"":145.2404,""breakdown_level"":133.385,""nearest_support"":133.385,""nearest_resistance"":143.2976}","{""market_state"":""defense"",""market_score"":26.47,""risk_level"":""high"",""data_freshness_status"":""fresh""}","[{""source"":""volume"",""name"":""volume_anomaly_confirmed"",""score"":91.61,""detail"":""Relative volume and dollar liquidity are sufficient.""},{""source"":""sector"",""name"":""sector_context_confirmed"",""score"":80.1,""detail"":""Biotech / AI Drug is showing relative strength.""}]","[{""source"":""catalyst"",""name"":""weak_or_missing_catalyst"",""score"":65.0,""detail"":""No strong confirmed recent catalyst.""},{""source"":""price"",""name"":""price_structure_unconfirmed"",""score"":44.0,""detail"":""Price structure has not confirmed a high-quality setup.""},{""source"":""market"",""name"":""defensive_market_context"",""score"":70.0,""detail"":""Market context is defensive; ratings must be capped.""},{""source"":""pool_filter"",""name"":""fallback_or_missing_price_data"",""score"":90.0,""detail"":""fallback_or_missing_price_data""}]","[{""source"":""short_interest"",""name"":""real_short_interest_missing"",""score"":0.0,""detail"":""Squeeze score is proxy-only until real short interest/options data is connected.""},{""source"":""price_data"",""name"":""real_price_data_missing"",""score"":0.0,""detail"":""OHLCV uses fallback; do not present as fully validated.""}]","[""fallback_or_missing_price_data""]",Capped: weak_or_missing_catalyst / price_structure_unconfirmed,pending,,,,,,,,,,,,,,,,,,
2026-06-15-stock_radar_challenger_strict_v1-VKTX-59fa2412bfd9,2026-06-15,stock_radar_challenger_strict_v1,challenger,17,VKTX,Viking Therapeutics,Biotech,next_day_upside_momentum,NO_EDGE,C,100.000000,0.779300,82.420000,34.490000,29.680000,39.200000,"{""short_interest"":""proxy"",""options_flow"":""proxy"",""borrow_fee"":""missing"",""note"":""Squeeze score uses volatility, relative volume and momentum proxies until real short/options data is connected.""}",42.310000,35.000000,26.000000,127.576000,only_if_market_reclaims_risk_on,0.621800,range_extension_after_trigger,0.126500,failed_breakout_or_gap_fade,0.251700,"{""expected_low"":121.3735,""expected_high"":135.5015,""expected_mid"":128.4375,""expected_low_pct"":-0.04862,""expected_high_pct"":0.06212,""volatility_adjusted_range"":0.06753,""label"":""121.37 to 135.50""}","{""base_case_price"":128.4375,""upside_case_price"":135.5015,""downside_case_price"":121.3735,""bounce_target_price"":134.037,""failed_bounce_price"":112.9611}","{""upside_trigger_level"":129.8724,""downside_risk_level"":126.2171,""invalidation_level"":112.9611,""gap_fill_level"":127.7078,""breakout_level"":129.8724,""breakdown_level"":112.9611,""nearest_support"":112.9611,""nearest_resistance"":129.3148}","{""market_state"":""defense"",""market_score"":26.47,""risk_level"":""high"",""data_freshness_status"":""fresh""}","[{""source"":""volume"",""name"":""volume_anomaly_confirmed"",""score"":91.27,""detail"":""Relative volume and dollar liquidity are sufficient.""},{""source"":""sector"",""name"":""sector_context_confirmed"",""score"":80.1,""detail"":""Biotech is showing relative strength.""}]","[{""source"":""catalyst"",""name"":""weak_or_missing_catalyst"",""score"":65.0,""detail"":""No strong confirmed recent catalyst.""},{""source"":""price"",""name"":""price_structure_unconfirmed"",""score"":44.0,""detail"":""Price structure has not confirmed a high-quality setup.""},{""source"":""market"",""name"":""defensive_market_context"",""score"":70.0,""detail"":""Market context is defensive; ratings must be capped.""},{""source"":""pool_filter"",""name"":""fallback_or_missing_price_data"",""score"":90.0,""detail"":""fallback_or_missing_price_data""}]","[{""source"":""short_interest"",""name"":""real_short_interest_missing"",""score"":0.0,""detail"":""Squeeze score is proxy-only until real short interest/options data is connected.""},{""source"":""price_data"",""name"":""real_price_data_missing"",""score"":0.0,""detail"":""OHLCV uses fallback; do not present as fully validated.""}]","[""fallback_or_missing_price_data""]",Capped: weak_or_missing_catalyst / price_structure_unconfirmed,pending,,,,,,,,,,,,,,,,,,
2026-06-15-stock_radar_challenger_strict_v1-BEAM-a477ab3bbc0f,2026-06-15,stock_radar_challenger_strict_v1,challenger,18,BEAM,Beam Therapeutics,Biotech,gap_continuation,WATCH,B,100.000000,0.848200,85.980000,47.160000,25.000000,43.410000,"{""short_interest"":""proxy"",""options_flow"":""proxy"",""borrow_fee"":""missing"",""note"":""Squeeze score uses volatility, relative volume and momentum proxies until real short/options data is connected.""}",58.000000,35.000000,0.000000,30.890000,upside_path_after_trigger,0.752100,range_extension_after_trigger,0.162900,failed_breakout_or_gap_fade,0.085000,"{""expected_low"":27.5764,""expected_high"":35.124,""expected_mid"":31.3502,""expected_low_pct"":-0.10727,""expected_high_pct"":0.13707,""volatility_adjusted_range"":0.14899,""label"":""27.58 to 35.12""}","{""base_case_price"":31.3502,""upside_case_price"":35.124,""downside_case_price"":27.5764,""bounce_target_price"":34.3416,""failed_bounce_price"":25.87}","{""upside_trigger_level"":34.02,""downside_risk_level"":30.0148,""invalidation_level"":25.87,""gap_fill_level"":29.03,""breakout_level"":34.02,""breakdown_level"":25.87,""nearest_support"":25.87,""nearest_resistance"":34.02}","{""market_state"":""attack"",""market_score"":72.64,""risk_level"":""low"",""data_freshness_status"":""fresh""}","[{""source"":""price"",""name"":""price_structure_confirmed"",""score"":78.0,""detail"":""Breakout/reclaim/high-close structure is constructive.""},{""source"":""sector"",""name"":""sector_context_confirmed"",""score"":76.3,""detail"":""Biotech is showing relative strength.""},{""source"":""market"",""name"":""risk_on_market_context"",""score"":72.64,""detail"":""Market context allows selective speculation.""}]","[{""source"":""catalyst"",""name"":""weak_or_missing_catalyst"",""score"":65.0,""detail"":""No strong confirmed recent catalyst.""},{""source"":""volume"",""name"":""volume_or_liquidity_weak"",""score"":57.8,""detail"":""Volume confirmation or liquidity is weak.""}]","[{""source"":""short_interest"",""name"":""real_short_interest_missing"",""score"":0.0,""detail"":""Squeeze score is proxy-only until real short interest/options data is connected.""}]",{},Capped: weak_or_missing_catalyst / volume_or_liquidity_weak,pending,,,,,,,,,,,,,,,,,,
2026-06-15-stock_radar_challenger_strict_v1-JOBY-3247c7fbe290,2026-06-15,stock_radar_challenger_strict_v1,challenger,18,JOBY,Joby Aviation,Aviation / High Beta,next_day_upside_momentum,NO_EDGE,C,100.000000,0.765600,100.000000,32.870000,29.680000,51.430000,"{""short_interest"":""proxy"",""options_flow"":""proxy"",""borrow_fee"":""missing"",""note"":""Squeeze score uses volatility, relative volume and momentum proxies until real short/options data is connected.""}",42.300000,35.000000,26.000000,56.817300,only_if_market_reclaims_risk_on,0.643900,range_extension_after_trigger,0.104400,failed_breakout_or_gap_fade,0.251700,"{""expected_low"":54.0746,""expected_high"":60.3219,""expected_mid"":57.1982,""expected_low_pct"":-0.04827,""expected_high_pct"":0.06168,""volatility_adjusted_range"":0.06705,""label"":""54.07 to 60.32""}","{""base_case_price"":57.1982,""upside_case_price"":60.3219,""downside_case_price"":54.0746,""bounce_target_price"":59.6743,""failed_bounce_price"":43.588}","{""upside_trigger_level"":57.84,""downside_risk_level"":56.1853,""invalidation_level"":43.588,""gap_fill_level"":56.1289,""breakout_level"":57.84,""breakdown_level"":43.588,""nearest_support"":43.588,""nearest_resistance"":57.0296}","{""market_state"":""defense"",""market_score"":26.47,""risk_level"":""high"",""data_freshness_status"":""fresh""}","[{""source"":""price"",""name"":""price_structure_confirmed"",""score"":64.0,""detail"":""Breakout/reclaim/high-close structure is constructive.""},{""source"":""volume"",""name"":""volume_anomaly_confirmed"",""score"":85.47,""detail"":""Relative volume and dollar liquidity are sufficient.""},{""source"":""sector"",""name"":""sector_context_confirmed"",""score"":66.55,""detail"":""Aviation / High Beta is showing relative strength.""}]","[{""source"":""catalyst"",""name"":""weak_or_missing_catalyst"",""score"":65.0,""detail"":""No strong confirmed recent catalyst.""},{""source"":""market"",""name"":""defensive_market_context"",""score"":70.0,""detail"":""Market context is defensive; ratings must be capped.""},{""source"":""pool_filter"",""name"":""fallback_or_missing_price_data"",""score"":90.0,""detail"":""fallback_or_missing_price_data""}]","[{""source"":""short_interest"",""name"":""real_short_interest_missing"",""score"":0.0,""detail"":""Squeeze score is proxy-only until real short interest/options data is connected.""},{""source"":""price_data"",""name"":""real_price_data_missing"",""score"":0.0,""detail"":""OHLCV uses fallback; do not present as fully validated.""}]","[""fallback_or_missing_price_data""]",Capped: weak_or_missing_catalyst / defensive_market_context,pending,,,,,,,,,,,,,,,,,,
2026-06-15-stock_radar_challenger_strict_v1-TSLA-a92e3a733e0d,2026-06-15,stock_radar_challenger_strict_v1,challenger,19,TSLA,Tesla,High Beta / EV,next_day_upside_momentum,NO_EDGE,C,100.000000,0.765300,100.000000,32.790000,29.680000,51.430000,"{""short_interest"":""proxy"",""options_flow"":""proxy"",""borrow_fee"":""missing"",""note"":""Squeeze score uses volatility, relative volume and momentum proxies until real short/options data is connected.""}",42.200000,35.000000,26.000000,56.817300,only_if_market_reclaims_risk_on,0.642100,range_extension_after_trigger,0.106200,failed_breakout_or_gap_fade,0.251700,"{""expected_low"":54.075,""expected_high"":60.3214,""expected_mid"":57.1982,""expected_low_pct"":-0.04827,""expected_high_pct"":0.06167,""volatility_adjusted_range"":0.06704,""label"":""54.07 to 60.32""}","{""base_case_price"":57.1982,""upside_case_price"":60.3214,""downside_case_price"":54.075,""bounce_target_price"":59.6739,""failed_bounce_price"":43.588}","{""upside_trigger_level"":57.84,""downside_risk_level"":56.1853,""invalidation_level"":43.588,""gap_fill_level"":56.1289,""breakout_level"":57.84,""breakdown_level"":43.588,""nearest_support"":43.588,""nearest_resistance"":57.0296}","{""market_state"":""defense"",""market_score"":26.47,""risk_level"":""high"",""data_freshness_status"":""fresh""}","[{""source"":""price"",""name"":""price_structure_confirmed"",""score"":64.0,""detail"":""Breakout/reclaim/high-close structure is constructive.""},{""source"":""volume"",""name"":""volume_anomaly_confirmed"",""score"":85.47,""detail"":""Relative volume and dollar liquidity are sufficient.""},{""source"":""sector"",""name"":""sector_context_confirmed"",""score"":65.92,""detail"":""High Beta / EV is showing relative strength.""}]","[{""source"":""catalyst"",""name"":""weak_or_missing_catalyst"",""score"":65.0,""detail"":""No strong confirmed recent catalyst.""},{""source"":""market"",""name"":""defensive_market_context"",""score"":70.0,""detail"":""Market context is defensive; ratings must be capped.""},{""source"":""pool_filter"",""name"":""fallback_or_missing_price_data"",""score"":90.0,""detail"":""fallback_or_missing_price_data""}]","[{""source"":""short_interest"",""name"":""real_short_interest_missing"",""score"":0.0,""detail"":""Squeeze score is proxy-only until real short interest/options data is connected.""},{""source"":""price_data"",""name"":""real_price_data_missing"",""score"":0.0,""detail"":""OHLCV uses fallback; do not present as fully validated.""}]","[""fallback_or_missing_price_data""]",Capped: weak_or_missing_catalyst / defensive_market_context,pending,,,,,,,,,,,,,,,,,,
2026-06-15-stock_radar_challenger_strict_v1-AMC-dd1181a8926d,2026-06-15,stock_radar_challenger_strict_v1,challenger,20,AMC,AMC Entertainment,Meme / Squeeze,short_squeeze_candidate,WATCH,B,100.000000,0.833900,100.000000,34.450000,25.000000,100.000000,"{""short_interest"":""proxy"",""options_flow"":""proxy"",""borrow_fee"":""missing"",""note"":""Squeeze score uses volatility, relative volume and momentum proxies until real short/options data is connected.""}",58.000000,35.000000,0.000000,2.355000,upside_path_after_trigger,0.719800,range_extension_after_trigger,0.195200,failed_breakout_or_gap_fade,0.085000,"{""expected_low"":2.0504,""expected_high"":2.8415,""expected_mid"":2.4459,""expected_low_pct"":-0.12933,""expected_high_pct"":0.20657,""volatility_adjusted_range"":0.17962,""label"":""2.05 to 2.84""}","{""base_case_price"":2.4459,""upside_case_price"":2.8415,""downside_case_price"":2.0504,""bounce_target_price"":2.6723,""failed_bounce_price"":1.24}","{""upside_trigger_level"":2.4172,""downside_risk_level"":2.2745,""invalidation_level"":1.24,""gap_fill_level"":2.34,""breakout_level"":2.41,""breakdown_level"":1.24,""nearest_support"":1.24,""nearest_resistance"":2.41}","{""market_state"":""attack"",""market_score"":72.64,""risk_level"":""low"",""data_freshness_status"":""fresh""}","[{""source"":""price"",""name"":""price_structure_confirmed"",""score"":64.0,""detail"":""Breakout/reclaim/high-close structure is constructive.""},{""source"":""market"",""name"":""risk_on_market_context"",""score"":72.64,""detail"":""Market context allows selective speculation.""}]","[{""source"":""catalyst"",""name"":""weak_or_missing_catalyst"",""score"":65.0,""detail"":""No strong confirmed recent catalyst.""},{""source"":""volume"",""name"":""volume_or_liquidity_weak"",""score"":54.27,""detail"":""Volume confirmation or liquidity is weak.""},{""source"":""sector"",""name"":""sector_context_weak"",""score"":46.24,""detail"":""Meme / Squeeze is not a confirmed capital-flow theme.""}]","[{""source"":""short_interest"",""name"":""real_short_interest_missing"",""score"":0.0,""detail"":""Squeeze score is proxy-only until real short interest/options data is connected.""}]",{},Capped: weak_or_missing_catalyst / volume_or_liquidity_weak,pending,,,,,,,,,,,,,,,,,,
2026-06-15-stock_radar_challenger_strict_v1-BIDU-50f8d2e2bb2f,2026-06-15,stock_radar_challenger_strict_v1,challenger,20,BIDU,Baidu,China ADR / AI,next_day_upside_momentum,NO_EDGE,C,100.000000,0.778500,100.000000,33.030000,29.680000,52.660000,"{""short_interest"":""proxy"",""options_flow"":""proxy"",""borrow_fee"":""missing"",""note"":""Squeeze score uses volatility, relative volume and momentum proxies until real short/options data is connected.""}",42.040000,35.000000,26.000000,26.540700,only_if_market_reclaims_risk_on,0.645200,range_extension_after_trigger,0.103100,failed_breakout_or_gap_fade,0.251700,"{""expected_low"":25.1598,""expected_high"":28.3051,""expected_mid"":26.7325,""expected_low_pct"":-0.05203,""expected_high_pct"":0.06648,""volatility_adjusted_range"":0.07226,""label"":""25.16 to 28.31""}","{""base_case_price"":26.7325,""upside_case_price"":28.3051,""downside_case_price"":25.1598,""bounce_target_price"":27.9791,""failed_bounce_price"":23.0846}","{""upside_trigger_level"":27.0382,""downside_risk_level"":26.1628,""invalidation_level"":23.0846,""gap_fill_level"":26.2438,""breakout_level"":27.0184,""breakdown_level"":23.0846,""nearest_support"":23.0846,""nearest_resistance"":26.7711}","{""market_state"":""defense"",""market_score"":26.47,""risk_level"":""high"",""data_freshness_status"":""fresh""}","[{""source"":""price"",""name"":""price_structure_confirmed"",""score"":64.0,""detail"":""Breakout/reclaim/high-close structure is constructive.""},{""source"":""volume"",""name"":""volume_anomaly_confirmed"",""score"":82.38,""detail"":""Relative volume and dollar liquidity are sufficient.""},{""source"":""sector"",""name"":""sector_context_confirmed"",""score"":67.89,""detail"":""China ADR / AI is showing relative strength.""}]","[{""source"":""catalyst"",""name"":""weak_or_missing_catalyst"",""score"":65.0,""detail"":""No strong confirmed recent catalyst.""},{""source"":""market"",""name"":""defensive_market_context"",""score"":70.0,""detail"":""Market context is defensive; ratings must be capped.""},{""source"":""pool_filter"",""name"":""fallback_or_missing_price_data"",""score"":90.0,""detail"":""fallback_or_missing_price_data""}]","[{""source"":""short_interest"",""name"":""real_short_interest_missing"",""score"":0.0,""detail"":""Squeeze score is proxy-only until real short interest/options data is connected.""},{""source"":""price_data"",""name"":""real_price_data_missing"",""score"":0.0,""detail"":""OHLCV uses fallback; do not present as fully validated.""}]","[""fallback_or_missing_price_data""]",Capped: weak_or_missing_catalyst / defensive_market_context,pending,,,,,,,,,,,,,,,,,,
